global_id,task_id,original_local_path,original_local_filename,manifest_path,source_name_from_manifest,new_filename,infection_status,annotation_available,status,notes,ambiguity_reason
,28,original_data/task_28/data/1741261420787.jpg,1741261420787.jpg,original_data/task_28/data/manifest.jsonl,1741261420787,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,29,original_data/task_29/data/1741000169848.jpg,1741000169848.jpg,original_data/task_29/data/manifest.jsonl,1741000169848,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,3,original_data/task_3/data/Е-0302251.jpg,Е-0302251.jpg,original_data/task_3/data/manifest.jsonl,Е-0302251,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,30,original_data/task_30/data/1741000169892.jpg,1741000169892.jpg,original_data/task_30/data/manifest.jsonl,1741000169892,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,30,original_data/task_30/data/1741000169941.jpg,1741000169941.jpg,original_data/task_30/data/manifest.jsonl,1741000169941,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,31,original_data/task_31/data/1741099051621.jpg,1741099051621.jpg,original_data/task_31/data/manifest.jsonl,1741099051621,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,32,original_data/task_32/data/1741099051529.jpg,1741099051529.jpg,original_data/task_32/data/manifest.jsonl,1741099051529,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,33,original_data/task_33/data/1741881675554.jpg,1741881675554.jpg,original_data/task_33/data/manifest.jsonl,1741881675554,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,34,original_data/task_34/data/IMG_1818.png,IMG_1818.png,original_data/task_34/data/manifest.jsonl,IMG_1818,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,35,original_data/task_35/data/1741881675477.jpg,1741881675477.jpg,original_data/task_35/data/manifest.jsonl,1741881675477,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,36,original_data/task_36/data/1741679544521.jpg,1741679544521.jpg,original_data/task_36/data/manifest.jsonl,1741679544521,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,37,original_data/task_37/data/1741679544395.jpg,1741679544395.jpg,original_data/task_37/data/manifest.jsonl,1741679544395,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,38,original_data/task_38/data/1741679544465.jpg,1741679544465.jpg,original_data/task_38/data/manifest.jsonl,1741679544465,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,39,original_data/task_39/data/1741679544343.jpg,1741679544343.jpg,original_data/task_39/data/manifest.jsonl,1741679544343,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,4,original_data/task_4/data/Е-0302252.jpg,Е-0302252.jpg,original_data/task_4/data/manifest.jsonl,Е-0302252,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,40,original_data/task_40/data/1739189416067.jpg,1739189416067.jpg,original_data/task_40/data/manifest.jsonl,1739189416067,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,41,original_data/task_41/data/1739189415983.jpg,1739189415983.jpg,original_data/task_41/data/manifest.jsonl,1739189415983,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,42,original_data/task_42/data/1.jpg,1.jpg,original_data/task_42/data/manifest.jsonl,1,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,43,original_data/task_43/data/1742473687500.jpg,1742473687500.jpg,original_data/task_43/data/manifest.jsonl,1742473687500,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,44,original_data/task_44/data/1742975705423.jpg,1742975705423.jpg,original_data/task_44/data/manifest.jsonl,1742975705423,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,45,original_data/task_45/data/1742975705389.jpg,1742975705389.jpg,original_data/task_45/data/manifest.jsonl,1742975705389,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,46,original_data/task_46/data/1742975705322.jpg,1742975705322.jpg,original_data/task_46/data/manifest.jsonl,1742975705322,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,47,original_data/task_47/data/1743146770696.jpg,1743146770696.jpg,original_data/task_47/data/manifest.jsonl,1743146770696,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,47,original_data/task_47/data/1743146770708.jpg,1743146770708.jpg,original_data/task_47/data/manifest.jsonl,1743146770708,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,48,original_data/task_48/data/IMG_20241118_100714.jpg,IMG_20241118_100714.jpg,original_data/task_48/data/manifest.jsonl,IMG_20241118_100714,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,49,original_data/task_49/data/IMG_20241118_100940.jpg,IMG_20241118_100940.jpg,original_data/task_49/data/manifest.jsonl,IMG_20241118_100940,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,5,original_data/task_5/data/Е-0302253.jpg,Е-0302253.jpg,original_data/task_5/data/manifest.jsonl,Е-0302253,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,50,original_data/task_50/data/IMG_20241118_101535_2.jpg,IMG_20241118_101535_2.jpg,original_data/task_50/data/manifest.jsonl,IMG_20241118_101535_2,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,51,original_data/task_51/data/IMG_20241118_102204.jpg,IMG_20241118_102204.jpg,original_data/task_51/data/manifest.jsonl,IMG_20241118_102204,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,52,original_data/task_52/data/IMG_20241118_102316.jpg,IMG_20241118_102316.jpg,original_data/task_52/data/manifest.jsonl,IMG_20241118_102316,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,53,original_data/task_53/data/IMG_20241118_103013.jpg,IMG_20241118_103013.jpg,original_data/task_53/data/manifest.jsonl,IMG_20241118_103013,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,54,original_data/task_54/data/IMG_20241118_104142.jpg,IMG_20241118_104142.jpg,original_data/task_54/data/manifest.jsonl,IMG_20241118_104142,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,55,original_data/task_55/data/IMG_20241118_101720.jpg,IMG_20241118_101720.jpg,original_data/task_55/data/manifest.jsonl,IMG_20241118_101720,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,56,original_data/task_56/data/IMG_20241125_102750.jpg,IMG_20241125_102750.jpg,original_data/task_56/data/manifest.jsonl,IMG_20241125_102750,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,57,original_data/task_57/data/IMG_20241125_102916.jpg,IMG_20241125_102916.jpg,original_data/task_57/data/manifest.jsonl,IMG_20241125_102916,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,58,original_data/task_58/data/IMG_20241125_103009_1.jpg,IMG_20241125_103009_1.jpg,original_data/task_58/data/manifest.jsonl,IMG_20241125_103009_1,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,59,original_data/task_59/data/IMG_20241125_104131.jpg,IMG_20241125_104131.jpg,original_data/task_59/data/manifest.jsonl,IMG_20241125_104131,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,6,original_data/task_6/data/П1.jpg,П1.jpg,original_data/task_6/data/manifest.jsonl,П1,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,6,original_data/task_6/data/П2.jpg,П2.jpg,original_data/task_6/data/manifest.jsonl,П2,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,6,original_data/task_6/data/П3.jpg,П3.jpg,original_data/task_6/data/manifest.jsonl,П3,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,6,original_data/task_6/data/П4.jpg,П4.jpg,original_data/task_6/data/manifest.jsonl,П4,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,60,original_data/task_60/data/IMG_20241125_105404.jpg,IMG_20241125_105404.jpg,original_data/task_60/data/manifest.jsonl,IMG_20241125_105404,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,61,original_data/task_61/data/Клейменов 24.04.jpg,Клейменов 24.04.jpg,original_data/task_61/data/manifest.jsonl,Клейменов 24.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,62,original_data/task_62/data/Чинова 18.04.jpg,Чинова 18.04.jpg,original_data/task_62/data/manifest.jsonl,Чинова 18.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,62,original_data/task_62/data/Чинова 21.04.jpg,Чинова 21.04.jpg,original_data/task_62/data/manifest.jsonl,Чинова 21.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,63,original_data/task_63/data/Сосницкий 18.04.jpg,Сосницкий 18.04.jpg,original_data/task_63/data/manifest.jsonl,Сосницкий 18.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,63,original_data/task_63/data/Сосницкий 21.04.jpg,Сосницкий 21.04.jpg,original_data/task_63/data/manifest.jsonl,Сосницкий 21.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,63,original_data/task_63/data/Сосницкий 24.04.jpg,Сосницкий 24.04.jpg,original_data/task_63/data/manifest.jsonl,Сосницкий 24.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,64,original_data/task_64/data/Ваоенов 22.04.jpg,Ваоенов 22.04.jpg,original_data/task_64/data/manifest.jsonl,Ваоенов 22.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,64,original_data/task_64/data/Варенов 17.04.jpg,Варенов 17.04.jpg,original_data/task_64/data/manifest.jsonl,Варенов 17.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,64,original_data/task_64/data/Варенов 18.04.jpg,Варенов 18.04.jpg,original_data/task_64/data/manifest.jsonl,Варенов 18.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,64,original_data/task_64/data/Варенов 21.04.jpg,Варенов 21.04.jpg,original_data/task_64/data/manifest.jsonl,Варенов 21.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,64,original_data/task_64/data/Варенов 24.04.jpg,Варенов 24.04.jpg,original_data/task_64/data/manifest.jsonl,Варенов 24.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,64,original_data/task_64/data/Варенов16.04.jpg,Варенов16.04.jpg,original_data/task_64/data/manifest.jsonl,Варенов16.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,65,original_data/task_65/data/Вампина 16.04.jpg,Вампина 16.04.jpg,original_data/task_65/data/manifest.jsonl,Вампина 16.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,65,original_data/task_65/data/Вампина 17.04_1.jpg,Вампина 17.04_1.jpg,original_data/task_65/data/manifest.jsonl,Вампина 17.04_1,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,65,original_data/task_65/data/Вампина 17.04_2.jpg,Вампина 17.04_2.jpg,original_data/task_65/data/manifest.jsonl,Вампина 17.04_2,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,65,original_data/task_65/data/Вампина 18.04_1.jpg,Вампина 18.04_1.jpg,original_data/task_65/data/manifest.jsonl,Вампина 18.04_1,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,65,original_data/task_65/data/Вампина 18.04_2.jpg,Вампина 18.04_2.jpg,original_data/task_65/data/manifest.jsonl,Вампина 18.04_2,,ambiguous,False,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,66,original_data/task_66/data/1745500842339.jpg,1745500842339.jpg,original_data/task_66/data/manifest.jsonl,1745500842339,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,67,original_data/task_67/data/1742463132204.jpg,1742463132204.jpg,original_data/task_67/data/manifest.jsonl,1742463132204,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,68,original_data/task_68/data/IMG_20240703_123115.jpg,IMG_20240703_123115.jpg,original_data/task_68/data/manifest.jsonl,IMG_20240703_123115,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,69,original_data/task_69/data/1745500842428.jpg,1745500842428.jpg,original_data/task_69/data/manifest.jsonl,1745500842428,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,7,original_data/task_7/data/КАА-П-1.jpg,КАА-П-1.jpg,original_data/task_7/data/manifest.jsonl,КАА-П-1,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,7,original_data/task_7/data/КАА-П-2.jpg,КАА-П-2.jpg,original_data/task_7/data/manifest.jsonl,КАА-П-2,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,7,original_data/task_7/data/КАА-П-3.jpg,КАА-П-3.jpg,original_data/task_7/data/manifest.jsonl,КАА-П-3,,ambiguous,False,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,70,original_data/task_70/data/1745500842514.jpg,1745500842514.jpg,original_data/task_70/data/manifest.jsonl,1745500842514,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,70,original_data/task_70/data/1745500842589.jpg,1745500842589.jpg,original_data/task_70/data/manifest.jsonl,1745500842589,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,71,original_data/task_71/data/1733899042731.jpg,1733899042731.jpg,original_data/task_71/data/manifest.jsonl,1733899042731,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,72,original_data/task_72/data/IMG_20241202_102843.jpg,IMG_20241202_102843.jpg,original_data/task_72/data/manifest.jsonl,IMG_20241202_102843,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,73,original_data/task_73/data/IMG_20241202_103025.jpg,IMG_20241202_103025.jpg,original_data/task_73/data/manifest.jsonl,IMG_20241202_103025,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,74,original_data/task_74/data/IMG_20241202_103830.jpg,IMG_20241202_103830.jpg,original_data/task_74/data/manifest.jsonl,IMG_20241202_103830,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,75,original_data/task_75/data/IMG_20241202_104424.jpg,IMG_20241202_104424.jpg,original_data/task_75/data/manifest.jsonl,IMG_20241202_104424,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,76,original_data/task_76/data/1742463132357.jpg,1742463132357.jpg,original_data/task_76/data/manifest.jsonl,1742463132357,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,77,original_data/task_77/data/1742463132256.jpg,1742463132256.jpg,original_data/task_77/data/manifest.jsonl,1742463132256,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,78,original_data/task_78/data/1742464234415.jpg,1742464234415.jpg,original_data/task_78/data/manifest.jsonl,1742464234415,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,79,original_data/task_79/data/1742463132167.jpg,1742463132167.jpg,original_data/task_79/data/manifest.jsonl,1742463132167,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,8,original_data/task_8/data/КАА-Ж-1.jpg,КАА-Ж-1.jpg,original_data/task_8/data/manifest.jsonl,КАА-Ж-1,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
